proximity,r,g,b
25,44,23,20
28,43,23,20
28,43,23,20
26,44,23,20
26,44,23,20
25,44,23,20
25,44,23,20
25,43,23,19
25,43,23,19
20,43,23,20
20,43,23,20
21,44,23,20
21,44,23,20
23,38,20,17
23,38,20,17
20,43,22,19
20,44,23,20
20,44,23,20
25,38,20,17
25,38,20,17
19,41,22,19
19,41,22,19
19,44,23,20
19,44,23,20
21,44,23,20
21,44,23,20
25,40,21,18
25,40,21,18
18,42,22,19
18,42,22,19
20,44,23,20
20,44,23,20
21,43,23,20
21,43,23,20
23,36,19,17
23,36,19,17
21,41,22,19
21,44,23,20
19,44,23,20
24,43,23,20
