proximity,r,g,b
15,33,18,15
15,33,18,15
15,34,18,15
15,34,18,15
11,34,18,15
11,34,18,15
16,33,18,15
16,33,18,15
14,33,17,15
14,33,17,15
15,33,17,15
15,33,17,15
15,31,16,14
15,31,16,14
18,31,16,14
18,31,16,14
15,33,18,15
13,33,17,15
13,33,17,15
18,30,16,14
18,30,16,14
15,34,18,15
15,34,18,15
12,34,18,15
12,34,18,15
14,31,16,14
14,31,16,14
12,34,18,15
12,34,18,15
13,36,19,16
13,36,19,16
11,35,19,16
11,35,19,16
12,35,18,15
12,35,18,15
11,39,20,17
11,39,20,17
12,40,21,18
11,39,21,18
11,39,21,18
