proximity,r,g,b
13,43,23,19
13,43,23,19
13,43,23,19
13,43,23,19
14,43,23,19
14,43,23,19
14,43,23,19
15,43,23,19
15,43,23,19
14,41,22,19
14,41,22,19
13,42,22,19
13,42,22,19
14,43,23,19
14,43,23,19
12,39,21,17
12,39,21,17
13,43,23,19
13,43,23,19
14,43,23,19
14,43,23,19
12,40,21,18
12,40,21,18
13,42,22,19
13,42,22,19
13,43,23,19
14,40,21,18
14,40,21,18
12,42,22,19
12,42,22,19
14,43,23,19
14,43,23,19
15,41,22,19
15,41,22,19
14,42,22,19
14,42,22,19
16,43,23,19
16,43,23,19
18,40,22,18
18,40,22,18
