proximity,r,g,b
17,31,17,14
18,31,17,14
18,31,17,14
16,32,17,14
16,32,17,14
16,31,17,14
16,31,17,14
18,28,15,13
18,28,15,13
18,31,16,14
18,32,17,14
17,32,17,14
19,30,16,13
19,30,16,13
17,29,15,13
17,29,15,13
16,32,17,14
16,32,17,14
17,31,17,14
17,31,17,14
18,27,15,12
18,27,15,12
16,30,16,14
16,30,16,14
16,32,17,14
16,32,17,14
18,31,17,14
18,31,17,14
20,29,15,13
20,29,15,13
17,31,16,14
17,32,17,14
15,32,17,14
19,31,17,14
19,31,17,14
19,28,15,13
19,28,15,13
18,31,16,14
18,31,16,14
17,32,17,15
