proximity,r,g,b
16,43,23,19
16,43,23,19
16,43,23,19
15,43,23,19
15,43,23,19
18,43,23,19
18,43,23,19
15,43,23,19
15,43,23,19
14,43,23,19
14,43,23,19
17,42,22,19
17,42,22,19
15,42,22,19
15,42,22,19
13,43,23,20
13,43,23,20
17,39,21,18
17,39,21,18
14,42,22,19
14,42,22,19
16,43,23,20
16,38,20,17
16,38,20,17
14,41,22,19
14,41,22,19
16,43,23,20
16,43,23,20
16,40,21,18
16,40,21,18
14,41,21,18
14,41,21,18
17,43,23,19
17,43,23,19
16,43,23,19
16,43,23,19
19,37,20,17
19,37,20,17
17,41,22,19
17,41,22,19
