proximity,r,g,b
13,47,25,21
13,47,25,21
12,45,24,20
12,45,24,20
13,44,23,20
13,44,23,20
14,45,24,20
14,45,24,20
13,47,25,21
13,47,25,21
11,47,25,21
11,47,25,21
12,47,25,21
12,47,25,21
13,47,25,21
13,47,25,21
13,37,20,16
13,37,20,16
12,44,23,20
12,46,24,21
14,46,24,21
10,47,25,21
10,47,25,21
13,48,25,21
13,48,25,21
14,47,25,21
14,47,25,21
14,47,25,21
14,47,25,21
16,34,18,15
16,34,18,15
14,44,23,20
14,44,23,20
12,46,24,20
12,46,24,20
15,47,25,21
15,47,25,21
12,47,25,21
12,47,25,21
12,47,25,21
