proximity,r,g,b
15,46,24,21
15,46,24,21
14,46,24,21
14,46,24,21
15,46,24,20
15,46,24,20
14,41,22,18
14,41,22,18
15,43,23,20
15,43,23,20
15,46,24,21
15,46,24,21
15,46,25,21
15,46,25,21
12,46,24,20
12,46,24,20
14,46,24,20
17,37,20,17
17,37,20,17
15,45,24,20
15,45,24,20
18,47,25,21
18,47,25,21
16,46,25,21
16,46,25,21
13,46,24,20
13,46,24,20
14,37,20,17
14,37,20,17
13,43,23,20
13,43,23,20
13,46,24,20
13,46,24,20
15,47,25,21
15,47,25,21
13,46,24,21
13,46,24,20
16,46,24,20
15,43,23,19
15,43,23,19
