proximity,r,g,b
12,50,27,23
12,50,27,23
12,50,27,23
14,50,27,23
14,50,27,23
13,43,23,20
13,43,23,20
11,49,27,22
11,49,27,22
12,50,27,23
12,50,27,23
14,46,25,21
14,46,25,21
12,48,26,22
12,48,26,22
12,51,27,23
12,51,27,23
12,50,27,23
12,42,22,19
12,42,22,19
14,50,27,23
14,50,27,23
13,50,27,23
13,50,27,23
13,50,27,23
13,50,27,23
14,41,22,19
14,41,22,19
13,50,27,23
13,50,27,23
13,50,27,23
13,50,27,23
12,50,27,22
12,50,27,22
12,43,23,19
12,43,23,19
9,51,27,23
9,51,27,23
11,50,27,23
14,45,24,20
