proximity,r,g,b
10,51,27,23
10,51,27,23
8,51,27,23
8,51,27,23
11,51,27,23
11,51,27,23
14,51,28,23
14,51,28,23
9,51,27,23
9,51,27,23
12,50,27,23
12,51,28,23
13,51,28,23
11,51,27,23
11,51,27,23
11,46,25,21
11,46,25,21
12,50,27,23
12,50,27,23
13,52,28,23
13,52,28,23
13,48,26,21
13,48,26,21
14,49,26,22
14,49,26,22
14,52,28,23
14,52,28,23
13,51,27,23
13,51,27,23
10,45,25,21
10,45,25,21
12,49,26,22
14,52,28,23
14,52,28,23
12,51,27,23
12,51,27,23
12,45,24,20
12,45,24,20
11,50,27,23
11,50,27,23
