proximity,r,g,b
17,39,21,18
17,39,21,18
18,39,21,18
18,39,21,18
19,39,21,18
19,39,21,18
17,39,21,18
17,39,21,18
18,39,21,18
18,39,21,18
18,39,20,17
18,39,20,17
18,38,20,17
18,38,20,17
16,39,20,17
16,38,20,17
20,38,20,17
17,35,18,16
17,35,18,16
19,38,20,17
19,38,20,17
15,38,20,17
15,38,20,17
16,35,19,16
16,35,19,16
17,36,19,16
17,36,19,16
16,39,21,17
16,39,21,17
17,39,20,17
17,39,20,17
21,38,20,17
21,38,20,17
17,38,20,17
17,38,20,17
19,39,20,17
17,38,20,17
17,38,20,17
17,34,18,15
17,34,18,15
