proximity,r,g,b
15,51,28,23
12,51,28,23
12,51,28,23
12,51,28,23
12,51,28,23
11,51,28,23
11,51,28,23
13,51,28,23
13,51,28,23
12,51,27,23
12,46,25,21
11,46,25,21
12,49,26,22
12,49,26,22
11,52,28,23
11,52,28,23
15,50,27,23
15,50,27,23
13,44,24,20
13,44,24,20
13,50,27,23
13,50,27,23
11,52,28,23
11,52,28,23
12,45,24,20
12,45,24,20
11,48,26,22
11,48,26,22
12,51,28,23
12,51,28,23
14,51,27,23
10,45,24,21
10,45,24,21
11,49,26,22
11,49,26,22
11,52,28,23
11,52,28,23
11,51,27,23
11,51,27,23
11,47,25,21
