proximity,r,g,b
14,46,24,21
14,46,24,21
14,46,24,21
13,46,25,21
13,46,25,21
13,46,25,21
13,46,25,21
14,45,24,20
14,45,24,20
13,43,23,20
15,45,24,20
15,45,24,20
13,46,24,21
13,46,24,21
15,45,24,20
15,45,24,20
14,40,22,18
14,40,22,18
13,44,23,20
13,44,23,20
13,46,24,21
13,46,24,21
12,46,24,21
12,46,24,21
13,45,24,20
13,45,24,20
16,38,21,17
16,38,21,17
12,44,23,20
12,46,24,21
14,46,24,21
13,46,24,21
13,46,24,21
15,45,24,20
15,45,24,20
14,44,24,20
14,44,24,20
16,39,21,18
16,39,21,18
12,45,24,20
