proximity,r,g,b
15,49,26,22
16,49,26,22
16,49,26,22
16,49,26,22
16,49,26,22
18,47,25,21
18,47,25,21
15,49,26,22
15,49,26,22
17,49,26,22
14,48,26,21
14,48,26,21
16,39,21,18
16,39,21,18
17,47,25,21
17,47,25,21
14,49,26,22
14,49,26,22
14,49,26,22
14,49,26,22
16,41,22,18
16,41,22,18
15,47,25,21
15,47,25,21
16,49,26,22
16,49,26,22
15,49,26,22
15,49,26,22
15,43,23,19
15,45,24,20
16,45,24,20
14,49,26,22
14,49,26,22
13,49,26,22
13,49,26,22
16,49,26,22
16,49,26,22
15,42,22,19
15,42,22,19
14,46,25,21
