proximity,r,g,b
21,33,18,15
21,33,18,15
19,33,18,15
19,33,18,15
20,33,18,15
20,33,18,15
19,33,18,15
19,33,18,15
16,33,18,15
16,33,18,15
23,33,18,15
23,33,18,15
20,34,18,15
20,34,18,15
21,34,18,15
21,34,18,15
21,34,18,15
21,34,18,15
21,34,18,15
21,34,18,15
21,34,18,15
19,34,18,15
19,34,18,15
16,34,18,15
16,34,18,15
18,34,18,15
18,34,18,15
25,34,18,15
25,34,18,15
24,34,18,15
24,34,18,15
20,34,18,15
20,34,18,15
22,34,18,15
22,34,18,15
24,34,18,15
24,34,18,15
18,34,18,15
18,34,18,15
18,34,18,15
