proximity,r,g,b
24,16,9,8
24,16,9,8
28,16,9,8
28,16,9,8
31,17,10,8
36,17,9,8
36,17,9,8
35,17,9,8
35,17,9,8
30,17,9,8
30,17,9,8
25,17,9,8
25,17,9,8
26,17,9,8
26,17,9,8
25,17,9,8
25,17,9,8
25,17,9,8
25,17,9,8
54,17,9,8
54,17,9,8
50,17,9,8
50,17,9,8
43,17,9,8
43,17,9,8
45,17,9,8
42,17,9,8
42,17,9,8
31,17,9,8
31,17,9,8
28,16,9,8
28,16,9,8
28,17,9,8
28,17,9,8
55,17,9,8
55,17,9,8
46,17,9,8
46,17,9,8
52,17,9,8
52,17,9,8
