proximity,r,g,b
19,18,10,8
19,18,10,8
20,18,10,8
20,18,10,8
19,18,10,8
19,18,10,8
20,18,10,8
20,18,10,8
18,18,10,9
18,18,10,9
17,18,10,9
17,18,10,9
20,18,10,9
20,18,10,9
17,19,10,9
17,19,10,9
21,18,10,9
21,18,10,8
20,18,10,8
19,18,10,8
19,18,10,8
19,18,10,8
19,18,10,8
20,18,10,8
20,18,10,8
17,18,10,8
17,18,10,8
18,18,10,8
18,18,10,8
19,18,10,9
19,18,10,9
19,18,10,9
19,18,10,9
20,18,10,9
20,18,10,9
18,18,10,8
18,18,10,8
18,18,10,8
18,18,10,9
18,18,10,9
