proximity,r,g,b
19,19,11,9
19,19,11,9
16,19,11,9
16,19,11,9
18,20,11,9
21,19,11,9
21,19,11,9
18,20,11,9
18,20,11,9
19,20,11,9
19,20,11,9
18,20,11,9
18,20,11,9
19,20,11,9
19,20,11,9
20,19,11,9
20,19,11,9
17,19,11,9
17,19,11,9
19,19,11,9
19,19,11,9
14,19,11,9
14,19,11,9
20,20,11,9
20,19,11,9
16,19,11,9
17,19,11,9
17,19,11,9
17,20,11,9
17,20,11,9
21,19,11,9
21,19,11,9
18,19,11,9
18,19,11,9
18,20,11,9
18,20,11,9
17,20,11,9
17,20,11,9
17,20,11,9
17,20,11,9
