proximity,r,g,b
16,39,21,18
16,39,21,18
17,39,21,18
17,39,21,18
15,39,21,18
15,39,21,18
17,39,21,18
17,39,21,18
19,39,21,18
19,39,21,18
19,40,21,18
19,40,21,18
20,39,21,18
20,39,21,18
19,40,21,18
19,40,21,18
15,40,21,18
15,40,21,18
18,40,21,18
18,40,21,18
18,40,21,18
18,40,21,18
15,40,21,18
17,40,21,18
17,40,21,18
17,40,21,18
17,40,21,18
17,40,21,18
17,40,21,18
14,40,21,18
14,40,21,18
20,40,21,18
20,40,21,18
16,40,21,18
16,40,21,18
19,40,21,18
19,40,21,18
21,40,21,18
21,40,21,18
21,40,21,18
