proximity,r,g,b
19,37,20,17
19,37,20,17
17,37,20,17
17,37,20,17
17,37,20,17
17,37,20,17
18,37,20,17
18,37,20,17
16,37,20,17
20,37,20,17
20,37,20,17
19,38,20,17
19,38,20,17
17,37,20,17
17,37,20,17
20,37,20,17
20,37,20,17
16,37,20,17
16,37,20,17
16,37,20,17
16,37,20,17
16,37,20,17
16,37,20,17
14,37,20,17
14,37,20,17
16,37,20,17
16,37,20,17
16,37,20,17
16,37,20,17
18,37,20,17
16,37,20,17
16,37,20,17
16,37,20,17
16,37,20,17
15,37,20,17
15,37,20,17
16,37,20,17
16,37,20,17
20,37,20,17
20,37,20,17
