proximity,r,g,b
36,18,10,8
36,18,10,8
34,18,10,8
34,18,10,8
35,18,10,8
35,18,10,8
34,18,10,8
33,18,10,8
33,18,10,8
57,18,10,8
57,18,10,8
63,20,11,9
63,20,11,9
50,19,10,8
50,19,10,8
51,18,10,8
51,18,10,8
43,18,10,8
43,18,10,8
31,17,9,8
31,17,9,8
26,18,10,8
26,18,10,8
23,18,10,8
23,18,10,8
35,18,10,8
35,18,9,8
110,18,9,8
92,18,10,8
92,18,10,8
81,18,10,8
81,18,10,8
42,18,10,8
42,18,10,8
33,16,9,7
33,16,9,7
26,16,9,7
26,16,9,7
25,17,10,8
25,17,10,8
