proximity,r,g,b
20,44,24,20
20,44,24,20
16,44,24,20
16,44,24,20
16,44,24,20
19,44,24,20
19,44,24,20
16,45,24,20
16,45,24,20
26,45,24,20
26,45,24,20
25,44,24,20
25,44,24,20
22,45,24,20
22,45,24,20
24,45,24,20
24,45,24,20
24,45,24,20
24,45,24,20
20,45,24,20
20,45,24,20
19,45,24,20
17,45,24,20
17,45,24,20
23,45,24,20
23,45,24,20
31,45,24,20
31,45,24,20
27,44,24,20
27,44,24,20
27,45,24,20
27,45,24,20
25,45,24,20
25,45,24,20
21,45,24,20
21,45,24,20
21,45,24,20
21,45,24,20
12,45,24,20
12,45,24,20
