proximity,r,g,b
23,49,26,22
24,49,26,22
24,49,26,22
23,49,26,22
23,49,26,22
21,49,26,22
21,49,26,22
30,49,26,22
30,49,26,22
29,50,27,23
29,50,27,23
28,49,26,22
28,49,26,22
31,49,26,22
31,49,26,22
31,49,26,22
23,49,26,22
23,49,26,22
22,49,26,22
22,49,26,22
20,49,26,22
20,49,26,22
19,48,26,22
19,48,26,22
34,49,26,22
34,49,26,22
29,50,27,22
29,50,27,22
28,50,26,22
28,50,26,22
27,49,26,22
27,49,26,22
30,49,26,22
30,49,26,22
22,49,26,22
22,49,26,22
20,48,26,22
25,48,26,22
25,48,26,22
28,50,26,22
