proximity,r,g,b
15,42,23,19
12,43,23,20
15,43,23,20
15,43,23,20
12,43,23,20
12,43,23,20
13,43,23,20
13,43,23,20
11,43,23,20
11,43,23,20
14,43,23,20
14,43,23,20
13,43,23,20
13,43,23,20
17,42,23,19
17,42,23,19
16,43,23,20
16,43,23,20
15,43,23,20
15,43,23,20
15,43,23,20
15,43,23,20
11,43,23,20
12,43,23,20
12,43,23,20
14,43,23,20
14,43,23,20
14,42,23,19
14,42,23,19
12,43,23,19
12,43,23,19
16,43,23,19
16,43,23,19
12,43,23,19
12,43,23,19
12,43,23,20
12,43,23,20
15,43,23,20
15,43,23,20
15,43,23,20
