proximity,r,g,b
18,19,11,9
18,19,11,9
19,19,11,9
19,19,11,9
19,19,11,9
19,19,11,9
16,20,11,9
17,20,11,9
17,20,11,9
19,19,11,9
19,19,11,9
21,20,11,9
21,20,11,9
23,20,11,9
23,20,11,9
28,20,11,9
28,20,11,9
24,20,11,9
24,20,11,9
20,19,11,9
20,19,11,9
18,19,11,9
18,19,11,9
19,19,11,9
19,19,11,9
17,19,11,9
17,19,11,9
15,20,11,9
15,20,11,9
15,20,11,9
16,20,11,9
16,20,11,9
19,20,11,9
19,20,11,9
25,20,11,9
25,20,11,9
23,19,11,9
23,19,11,9
21,19,11,9
21,19,11,9
