proximity,r,g,b
15,28,15,13
16,28,15,13
16,27,15,12
16,27,15,12
15,27,15,12
15,27,15,12
16,27,14,12
16,27,14,12
16,26,14,12
16,26,14,12
16,26,14,12
16,26,14,12
19,26,14,12
19,26,14,12
16,26,14,12
16,26,14,12
19,26,14,12
19,26,14,12
17,26,14,12
17,26,14,12
16,25,14,12
17,25,14,12
17,25,14,12
14,25,14,12
14,25,14,12
17,26,14,12
17,26,14,12
16,25,14,12
16,25,14,12
19,25,14,12
19,25,14,12
19,25,14,11
19,25,14,11
15,25,14,11
15,25,14,11
18,25,14,11
18,25,14,11
21,25,14,12
21,25,14,12
18,25,14,12
