proximity,r,g,b
15,28,16,13
14,28,16,13
14,28,16,13
16,28,16,13
16,28,16,13
16,28,16,13
16,28,16,13
16,28,16,13
16,28,16,13
16,28,16,13
16,28,15,13
16,28,15,13
14,28,15,13
14,28,15,13
15,28,15,13
15,28,15,13
16,28,15,13
16,28,15,13
15,28,15,13
15,28,15,13
17,28,15,13
17,28,15,13
15,28,15,13
15,28,15,13
13,28,15,13
13,28,15,13
15,28,15,13
15,28,15,13
16,28,15,13
16,28,15,13
12,28,15,13
13,28,15,13
13,28,15,13
16,28,15,13
16,28,15,13
16,28,15,13
16,28,15,13
14,28,15,13
14,28,15,13
17,28,15,13
