proximity,r,g,b
22,35,19,16
22,35,19,16
22,35,19,16
22,35,19,16
21,35,19,16
21,35,19,16
24,35,19,16
24,35,19,16
24,35,19,16
24,35,19,16
21,35,19,16
21,35,19,16
27,36,19,16
27,36,19,16
41,36,19,16
41,36,19,16
34,36,19,16
34,36,19,16
33,36,19,16
33,36,19,16
31,36,19,16
22,35,19,16
22,35,19,16
23,36,19,16
23,36,19,16
28,36,19,16
28,36,19,16
56,37,19,16
56,37,19,16
53,36,19,16
53,36,19,16
51,36,19,16
51,36,19,16
50,36,19,16
50,36,19,16
31,36,19,16
31,36,19,16
22,35,19,16
22,35,19,16
22,35,19,16
