proximity,r,g,b
27,49,26,22
27,49,26,22
26,49,26,22
27,48,26,22
27,48,26,22
25,48,26,22
25,48,26,22
25,48,26,22
25,48,26,22
48,49,26,22
48,49,26,22
69,49,26,22
69,49,26,22
53,50,26,22
53,50,26,22
64,50,26,22
64,50,26,22
29,48,26,21
29,48,26,21
27,47,25,21
27,47,25,21
28,46,24,21
28,48,25,21
53,48,25,21
57,47,25,21
57,47,25,21
59,48,25,21
59,48,25,21
61,49,26,22
61,49,26,22
43,49,26,22
43,49,26,22
26,47,25,21
26,47,25,21
26,47,25,21
26,47,25,21
46,48,26,22
46,48,26,22
49,49,26,22
49,49,26,22
